line_id,crm_invoice_id,product_id,quantity,unit_price,line_total
CRM-LN-002610,CRM-INV-00869,PROD-0016,3,229.45,688.35
CRM-LN-002611,CRM-INV-00869,PROD-0049,1,339.40,339.40
CRM-LN-002612,CRM-INV-00870,PROD-0090,13,138.98,1806.74
CRM-LN-002613,CRM-INV-00871,PROD-0021,1,86.47,86.47
CRM-LN-002614,CRM-INV-00871,PROD-0019,6,177.57,1065.42
CRM-LN-002615,CRM-INV-00871,PROD-0019,2,177.57,355.14
CRM-LN-002616,CRM-INV-00871,PROD-0032,2,221.97,443.94
CRM-LN-002617,CRM-INV-00871,PROD-0002,7,368.34,2578.38
CRM-LN-002618,CRM-INV-00872,PROD-0096,5,366.42,1832.10
CRM-LN-002619,CRM-INV-00872,PROD-0061,7,422.03,2954.21
CRM-LN-002620,CRM-INV-00873,PROD-0037,2,128.73,257.46
CRM-LN-002621,CRM-INV-00874,PROD-0097,3,304.44,913.32
CRM-LN-002622,CRM-INV-00874,PROD-0065,3,482.41,1447.23
CRM-LN-002623,CRM-INV-00874,PROD-0002,7,368.34,2578.38
CRM-LN-002624,CRM-INV-00874,PROD-0055,8,173.52,1388.16
CRM-LN-002625,CRM-INV-00874,PROD-0071,5,405.68,2028.40
CRM-LN-002626,CRM-INV-00875,PROD-0055,3,173.52,520.56
CRM-LN-002627,CRM-INV-00875,PROD-0035,2,386.42,772.84
CRM-LN-002628,CRM-INV-00876,PROD-0052,1,288.73,288.73
CRM-LN-002629,CRM-INV-00876,PROD-0029,7,236.38,1654.66
CRM-LN-002630,CRM-INV-00877,PROD-0010,8,338.44,2707.52
CRM-LN-002631,CRM-INV-00877,PROD-0062,6,76.22,457.32
CRM-LN-002632,CRM-INV-00877,PROD-0084,7,180.06,1260.42
CRM-LN-002633,CRM-INV-00877,PROD-0049,3,339.40,1018.20
CRM-LN-002634,CRM-INV-00877,PROD-0007,6,191.65,1149.90
CRM-LN-002635,CRM-INV-00878,PROD-0014,2,162.38,324.76
CRM-LN-002636,CRM-INV-00879,PROD-0004,4,107.19,428.76
CRM-LN-002637,CRM-INV-00879,PROD-0037,3,128.73,386.19
CRM-LN-002638,CRM-INV-00879,PROD-0070,2,64.42,128.84
CRM-LN-002639,CRM-INV-00880,PROD-0025,4,133.33,533.32
CRM-LN-002640,CRM-INV-00880,PROD-0082,1,28.92,28.92
CRM-LN-002641,CRM-INV-00880,PROD-0031,5,312.14,1560.70
CRM-LN-002642,CRM-INV-00881,PROD-0073,8,335.84,2686.72
CRM-LN-002643,CRM-INV-00882,PROD-0002,6,368.34,2210.04
CRM-LN-002644,CRM-INV-00882,PROD-0097,5,304.44,1522.20
CRM-LN-002645,CRM-INV-00882,PROD-0051,4,274.05,1096.20
CRM-LN-002646,CRM-INV-00883,PROD-0017,2,399.96,799.92
CRM-LN-002647,CRM-INV-00883,PROD-0043,7,430.52,3013.64
CRM-LN-002648,CRM-INV-00883,PROD-0095,2,107.90,215.80
CRM-LN-002649,CRM-INV-00884,PROD-0076,22,304.33,6695.26
CRM-LN-002650,CRM-INV-00885,PROD-0020,8,341.31,2730.48
CRM-LN-002651,CRM-INV-00885,PROD-0011,2,283.89,567.78
CRM-LN-002652,CRM-INV-00886,PROD-0088,3,328.26,984.78
CRM-LN-002653,CRM-INV-00886,PROD-0099,3,21.86,65.58
CRM-LN-002654,CRM-INV-00887,PROD-0084,6,180.06,1080.36
CRM-LN-002655,CRM-INV-00887,PROD-0058,3,378.28,1134.84
CRM-LN-002656,CRM-INV-00887,PROD-0044,5,246.34,1231.70
CRM-LN-002657,CRM-INV-00887,PROD-0047,7,450.44,3153.08
CRM-LN-002658,CRM-INV-00887,PROD-0006,7,348.13,2436.91
CRM-LN-002659,CRM-INV-00888,PROD-0020,8,341.31,2730.48
CRM-LN-002660,CRM-INV-00889,PROD-0071,2,405.68,811.36
CRM-LN-002661,CRM-INV-00889,PROD-0064,2,386.95,773.90
CRM-LN-002662,CRM-INV-00889,PROD-0059,6,123.75,742.50
CRM-LN-002663,CRM-INV-00890,PROD-0036,6,148.18,889.08
CRM-LN-002664,CRM-INV-00891,PROD-0034,8,233.28,1866.24
CRM-LN-002665,CRM-INV-00891,PROD-0033,8,450.15,3601.20
CRM-LN-002666,CRM-INV-00891,PROD-0084,3,180.06,540.18
CRM-LN-002667,CRM-INV-00891,PROD-0016,8,229.45,1835.60
CRM-LN-002668,CRM-INV-00892,PROD-0080,3,150.28,450.84
CRM-LN-002669,CRM-INV-00892,PROD-0057,6,137.35,824.10
CRM-LN-002670,CRM-INV-00892,PROD-0066,6,482.89,2897.34
CRM-LN-002671,CRM-INV-00892,PROD-0048,2,226.38,452.76
CRM-LN-002672,CRM-INV-00893,PROD-0088,1,328.26,328.26
CRM-LN-002673,CRM-INV-00893,PROD-0080,1,150.28,150.28
CRM-LN-002674,CRM-INV-00893,PROD-0095,4,107.90,431.60
CRM-LN-002675,CRM-INV-00894,PROD-0014,5,162.38,811.90
CRM-LN-002676,CRM-INV-00894,PROD-0049,3,339.40,1018.20
CRM-LN-002677,CRM-INV-00895,PROD-0060,2,380.80,761.60
CRM-LN-002678,CRM-INV-00895,PROD-0045,8,380.44,3043.52
CRM-LN-002679,CRM-INV-00895,PROD-0060,8,380.80,3046.40
CRM-LN-002680,CRM-INV-00895,PROD-0014,2,162.38,324.76
CRM-LN-002681,CRM-INV-00896,PROD-0099,7,21.86,153.02
CRM-LN-002682,CRM-INV-00896,PROD-0026,7,447.94,3135.58
CRM-LN-002683,CRM-INV-00896,PROD-0043,2,430.52,861.04
CRM-LN-002684,CRM-INV-00896,PROD-0041,6,216.65,1299.90
CRM-LN-002685,CRM-INV-00897,PROD-0015,5,309.23,1546.15
CRM-LN-002686,CRM-INV-00897,PROD-0059,1,123.75,123.75
CRM-LN-002687,CRM-INV-00897,PROD-0070,3,64.42,193.26
CRM-LN-002688,CRM-INV-00897,PROD-0061,3,422.03,1266.09
CRM-LN-002689,CRM-INV-00898,PROD-0077,7,483.25,3382.75
CRM-LN-002690,CRM-INV-00899,PROD-0061,4,422.03,1688.12
CRM-LN-002691,CRM-INV-00899,PROD-0007,4,191.65,766.60
CRM-LN-002692,CRM-INV-00899,PROD-0003,7,492.35,3446.45
CRM-LN-002693,CRM-INV-00899,PROD-0035,5,386.42,1932.10
CRM-LN-002694,CRM-INV-00900,PROD-0036,7,148.18,1037.26
CRM-LN-002695,CRM-INV-00901,PROD-0068,4,207.38,829.52
CRM-LN-002696,CRM-INV-00901,PROD-0086,5,56.52,282.60
CRM-LN-002697,CRM-INV-00901,PROD-0024,1,363.40,363.40
CRM-LN-002698,CRM-INV-00901,PROD-0012,7,343.50,2404.50
CRM-LN-002699,CRM-INV-00902,PROD-0026,6,447.94,2687.64
CRM-LN-002700,CRM-INV-00902,PROD-0054,8,141.18,1129.44
CRM-LN-002701,CRM-INV-00903,PROD-0090,7,163.51,1144.57
CRM-LN-002702,CRM-INV-00903,PROD-0046,7,276.04,1932.28
CRM-LN-002703,CRM-INV-00904,PROD-0026,2,447.94,895.88
CRM-LN-002704,CRM-INV-00904,PROD-0093,3,163.71,491.13
CRM-LN-002705,CRM-INV-00904,PROD-0042,6,203.90,1223.40
CRM-LN-002706,CRM-INV-00904,PROD-0002,3,368.34,1105.02
CRM-LN-002707,CRM-INV-00904,PROD-0059,3,123.75,371.25
CRM-LN-002708,CRM-INV-00905,PROD-0034,1,233.28,233.28
CRM-LN-002709,CRM-INV-00905,PROD-0058,3,378.28,1134.84
CRM-LN-002710,CRM-INV-00905,PROD-0082,8,28.92,231.36
CRM-LN-002711,CRM-INV-00905,PROD-0082,2,28.92,57.84
CRM-LN-002712,CRM-INV-00906,PROD-0090,3,163.51,490.53
CRM-LN-002713,CRM-INV-00906,PROD-0077,7,483.25,3382.75
CRM-LN-002714,CRM-INV-00906,PROD-0028,6,240.31,1441.86
CRM-LN-002715,CRM-INV-00906,PROD-0027,4,392.53,1570.12
CRM-LN-002716,CRM-INV-00907,PROD-0048,6,226.38,1358.28
CRM-LN-002717,CRM-INV-00908,PROD-0090,8,163.51,1308.08
CRM-LN-002718,CRM-INV-00909,PROD-0046,6,276.04,1656.24
CRM-LN-002719,CRM-INV-00909,PROD-0070,7,64.42,450.94
CRM-LN-002720,CRM-INV-00909,PROD-0067,6,465.51,2793.06
CRM-LN-002721,CRM-INV-00909,PROD-0015,3,309.23,927.69
CRM-LN-002722,CRM-INV-00910,PROD-0077,3,483.25,1449.75
CRM-LN-002723,CRM-INV-00910,PROD-0070,7,64.42,450.94
CRM-LN-002724,CRM-INV-00910,PROD-0049,5,339.40,1697.00
CRM-LN-002725,CRM-INV-00910,PROD-0085,7,284.56,1991.92
CRM-LN-002726,CRM-INV-00910,PROD-0082,5,28.92,144.60
CRM-LN-002727,CRM-INV-00911,PROD-0012,1,343.50,343.50
CRM-LN-002728,CRM-INV-00912,PROD-0096,2,366.42,732.84
CRM-LN-002729,CRM-INV-00912,PROD-0082,8,28.92,231.36
CRM-LN-002730,CRM-INV-00912,PROD-0065,1,482.41,482.41
CRM-LN-002731,CRM-INV-00912,PROD-0086,5,56.52,282.60
CRM-LN-002732,CRM-INV-00913,PROD-0071,7,405.68,2839.76
CRM-LN-002733,CRM-INV-00913,PROD-0015,4,309.23,1236.92
CRM-LN-002734,CRM-INV-00913,PROD-0061,2,422.03,844.06
CRM-LN-002735,CRM-INV-00913,PROD-0045,8,380.44,3043.52
CRM-LN-002736,CRM-INV-00914,PROD-0001,6,33.55,201.30
CRM-LN-002737,CRM-INV-00914,PROD-0029,5,236.38,1181.90
CRM-LN-002738,CRM-INV-00914,PROD-0035,5,386.42,1932.10
CRM-LN-002739,CRM-INV-00914,PROD-0040,7,216.21,1513.47
CRM-LN-002740,CRM-INV-00915,PROD-0005,1,15.82,15.82
CRM-LN-002741,CRM-INV-00915,PROD-0004,3,107.19,321.57
CRM-LN-002742,CRM-INV-00915,PROD-0048,6,226.38,1358.28
CRM-LN-002743,CRM-INV-00915,PROD-0043,3,430.52,1291.56
CRM-LN-002744,CRM-INV-00916,PROD-0051,4,274.05,1096.20
CRM-LN-002745,CRM-INV-00916,PROD-0079,7,145.17,1016.19
CRM-LN-002746,CRM-INV-00916,PROD-0007,7,191.65,1341.55
CRM-LN-002747,CRM-INV-00916,PROD-0017,7,399.96,2799.72
CRM-LN-002748,CRM-INV-00916,PROD-0094,3,168.04,504.12
CRM-LN-002749,CRM-INV-00917,PROD-0056,4,149.95,599.80
CRM-LN-002750,CRM-INV-00917,PROD-0013,3,291.02,873.06
CRM-LN-002751,CRM-INV-00918,PROD-0098,5,158.68,793.40
CRM-LN-002752,CRM-INV-00918,PROD-0071,3,405.68,1217.04
CRM-LN-002753,CRM-INV-00918,PROD-0042,4,203.90,815.60
CRM-LN-002754,CRM-INV-00918,PROD-0012,2,343.50,687.00
CRM-LN-002755,CRM-INV-00919,PROD-0020,1,341.31,341.31
CRM-LN-002756,CRM-INV-00919,PROD-0080,2,150.28,300.56
CRM-LN-002757,CRM-INV-00919,PROD-0074,7,21.14,147.98
CRM-LN-002758,CRM-INV-00919,PROD-0004,3,107.19,321.57
CRM-LN-002759,CRM-INV-00919,PROD-0059,6,123.75,742.50
CRM-LN-002760,CRM-INV-00920,PROD-0039,4,351.57,1406.28
CRM-LN-002761,CRM-INV-00920,PROD-0069,4,302.17,1208.68
CRM-LN-002762,CRM-INV-00921,PROD-0085,1,284.56,284.56
CRM-LN-002763,CRM-INV-00921,PROD-0036,2,148.18,296.36
CRM-LN-002764,CRM-INV-00921,PROD-0019,1,177.57,177.57
CRM-LN-002765,CRM-INV-00922,PROD-0015,8,309.23,2473.84
CRM-LN-002766,CRM-INV-00923,PROD-0037,5,128.73,643.65
CRM-LN-002767,CRM-INV-00923,PROD-0024,2,363.40,726.80
CRM-LN-002768,CRM-INV-00924,PROD-0051,2,274.05,548.10
CRM-LN-002769,CRM-INV-00924,PROD-0063,1,474.66,474.66
CRM-LN-002770,CRM-INV-00925,PROD-0027,7,392.53,2747.71
CRM-LN-002771,CRM-INV-00926,PROD-0021,3,86.47,259.41
CRM-LN-002772,CRM-INV-00926,PROD-0039,1,351.57,351.57
CRM-LN-002773,CRM-INV-00926,PROD-0023,1,216.00,216.00
CRM-LN-002774,CRM-INV-00926,PROD-0016,6,229.45,1376.70
CRM-LN-002775,CRM-INV-00927,PROD-0070,1,64.42,64.42
CRM-LN-002776,CRM-INV-00927,PROD-0021,5,86.47,432.35
CRM-LN-002777,CRM-INV-00927,PROD-0016,4,229.45,917.80
CRM-LN-002778,CRM-INV-00927,PROD-0078,1,390.70,390.70
CRM-LN-002779,CRM-INV-00927,PROD-0069,1,302.17,302.17
CRM-LN-002780,CRM-INV-00928,PROD-0047,2,450.44,900.88
CRM-LN-002781,CRM-INV-00928,PROD-0028,1,240.31,240.31
CRM-LN-002782,CRM-INV-00929,PROD-0035,5,386.42,1932.10
CRM-LN-002783,CRM-INV-00929,PROD-0062,4,76.22,304.88
CRM-LN-002784,CRM-INV-00930,PROD-0084,5,180.06,900.30
CRM-LN-002785,CRM-INV-00930,PROD-0060,8,380.80,3046.40
CRM-LN-002786,CRM-INV-00930,PROD-0056,7,149.95,1049.65
CRM-LN-002787,CRM-INV-00930,PROD-0025,5,133.33,666.65
CRM-LN-002788,CRM-INV-00930,PROD-0023,4,216.00,864.00
CRM-LN-002789,CRM-INV-00931,PROD-0014,5,162.38,811.90
CRM-LN-002790,CRM-INV-00931,PROD-0022,4,311.47,1245.88
CRM-LN-002791,CRM-INV-00931,PROD-0093,8,163.71,1309.68
CRM-LN-002792,CRM-INV-00931,PROD-0056,8,149.95,1199.60
CRM-LN-002793,CRM-INV-00932,PROD-0080,2,150.28,300.56
CRM-LN-002794,CRM-INV-00932,PROD-0078,7,390.70,2734.90
CRM-LN-002795,CRM-INV-00932,PROD-0055,4,173.52,694.08
CRM-LN-002796,CRM-INV-00933,PROD-0058,3,378.28,1134.84
CRM-LN-002797,CRM-INV-00934,PROD-0053,5,80.81,404.05
CRM-LN-002798,CRM-INV-00934,PROD-0078,6,390.70,2344.20
CRM-LN-002799,CRM-INV-00934,PROD-0051,1,274.05,274.05
CRM-LN-002800,CRM-INV-00934,PROD-0015,3,309.23,927.69
CRM-LN-002801,CRM-INV-00934,PROD-0042,7,203.90,1427.30
CRM-LN-002802,CRM-INV-00935,PROD-0028,6,240.31,1441.86
CRM-LN-002803,CRM-INV-00936,PROD-0002,6,368.34,2210.04
CRM-LN-002804,CRM-INV-00937,PROD-0060,6,380.80,2284.80
CRM-LN-002805,CRM-INV-00937,PROD-0030,2,494.13,988.26
CRM-LN-002806,CRM-INV-00938,PROD-0028,2,240.31,480.62
CRM-LN-002807,CRM-INV-00938,PROD-0072,5,394.58,1972.90
CRM-LN-002808,CRM-INV-00938,PROD-0092,2,175.43,350.86
CRM-LN-002809,CRM-INV-00938,PROD-0074,7,21.14,147.98
CRM-LN-002810,CRM-INV-00938,PROD-0088,7,328.26,2297.82
CRM-LN-002811,CRM-INV-00939,PROD-0007,8,191.65,1533.20
CRM-LN-002812,CRM-INV-00939,PROD-0064,1,386.95,386.95
CRM-LN-002813,CRM-INV-00940,PROD-0058,3,378.28,1134.84
CRM-LN-002814,CRM-INV-00941,PROD-0074,1,21.14,21.14
CRM-LN-002815,CRM-INV-00941,PROD-0037,1,128.73,128.73
CRM-LN-002816,CRM-INV-00942,PROD-0037,3,128.73,386.19
CRM-LN-002817,CRM-INV-00942,PROD-0052,1,288.73,288.73
CRM-LN-002818,CRM-INV-00942,PROD-0069,1,302.17,302.17
CRM-LN-002819,CRM-INV-00942,PROD-0044,1,246.34,246.34
CRM-LN-002820,CRM-INV-00943,PROD-0093,5,163.71,818.55
CRM-LN-002821,CRM-INV-00943,PROD-0036,6,148.18,889.08
CRM-LN-002822,CRM-INV-00943,PROD-0097,6,304.44,1826.64
CRM-LN-002823,CRM-INV-00943,PROD-0052,2,288.73,577.46
CRM-LN-002824,CRM-INV-00944,PROD-0007,7,191.65,1341.55
CRM-LN-002825,CRM-INV-00944,PROD-0039,8,351.57,2812.56
CRM-LN-002826,CRM-INV-00944,PROD-0064,2,386.95,773.90
CRM-LN-002827,CRM-INV-00944,PROD-0048,2,226.38,452.76
CRM-LN-002828,CRM-INV-00944,PROD-0004,4,107.19,428.76
CRM-LN-002829,CRM-INV-00945,PROD-0042,7,203.90,1427.30
CRM-LN-002830,CRM-INV-00946,PROD-0069,1,302.17,302.17
CRM-LN-002831,CRM-INV-00946,PROD-0089,1,60.13,60.13
CRM-LN-002832,CRM-INV-00946,PROD-0034,1,233.28,233.28
CRM-LN-002833,CRM-INV-00947,PROD-0043,7,430.52,3013.64
CRM-LN-002834,CRM-INV-00947,PROD-0035,3,386.42,1159.26
CRM-LN-002835,CRM-INV-00947,PROD-0018,8,334.54,2676.32
CRM-LN-002836,CRM-INV-00948,PROD-0097,7,304.44,2131.08
CRM-LN-002837,CRM-INV-00948,PROD-0082,8,28.92,231.36
CRM-LN-002838,CRM-INV-00949,PROD-0074,8,21.14,169.12
CRM-LN-002839,CRM-INV-00949,PROD-0085,8,284.56,2276.48
CRM-LN-002840,CRM-INV-00950,PROD-0029,2,236.38,472.76
CRM-LN-002841,CRM-INV-00950,PROD-0034,5,233.28,1166.40
CRM-LN-002842,CRM-INV-00950,PROD-0092,2,175.43,350.86
CRM-LN-002843,CRM-INV-00950,PROD-0046,4,276.04,1104.16
CRM-LN-002844,CRM-INV-00951,PROD-0089,2,60.13,120.26
CRM-LN-002845,CRM-INV-00951,PROD-0010,8,338.44,2707.52
CRM-LN-002846,CRM-INV-00952,PROD-0060,7,380.80,2665.60
CRM-LN-002847,CRM-INV-00952,PROD-0025,8,133.33,1066.64
CRM-LN-002848,CRM-INV-00953,PROD-0098,6,158.68,952.08
CRM-LN-002849,CRM-INV-00953,PROD-0098,5,158.68,793.40
CRM-LN-002850,CRM-INV-00953,PROD-0091,8,283.43,2267.44
CRM-LN-002851,CRM-INV-00953,PROD-0084,3,180.06,540.18
CRM-LN-002852,CRM-INV-00953,PROD-0065,2,482.41,964.82
CRM-LN-002853,CRM-INV-00954,PROD-0050,8,422.65,3381.20
CRM-LN-002854,CRM-INV-00954,PROD-0080,4,150.28,601.12
CRM-LN-002855,CRM-INV-00954,PROD-0100,7,37.08,259.56
CRM-LN-002856,CRM-INV-00955,PROD-0088,5,328.26,1641.30
CRM-LN-002857,CRM-INV-00955,PROD-0074,2,21.14,42.28
CRM-LN-002858,CRM-INV-00956,PROD-0031,1,312.14,312.14
CRM-LN-002859,CRM-INV-00957,PROD-0061,8,422.03,3376.24
CRM-LN-002860,CRM-INV-00958,PROD-0011,6,283.89,1703.34
CRM-LN-002861,CRM-INV-00958,PROD-0056,4,149.95,599.80
CRM-LN-002862,CRM-INV-00958,PROD-0020,7,341.31,2389.17
CRM-LN-002863,CRM-INV-00958,PROD-0065,7,482.41,3376.87
CRM-LN-002864,CRM-INV-00958,PROD-0066,6,482.89,2897.34
CRM-LN-002865,CRM-INV-00959,PROD-0007,7,191.65,1341.55
CRM-LN-002866,CRM-INV-00960,PROD-0025,7,133.33,933.31
CRM-LN-002867,CRM-INV-00960,PROD-0023,5,216.00,1080.00
CRM-LN-002868,CRM-INV-00960,PROD-0068,8,207.38,1659.04
CRM-LN-002869,CRM-INV-00961,PROD-0083,4,251.46,1005.84
CRM-LN-002870,CRM-INV-00962,PROD-0005,5,15.82,79.10
CRM-LN-002871,CRM-INV-00963,PROD-0029,7,236.38,1654.66
CRM-LN-002872,CRM-INV-00963,PROD-0051,7,274.05,1918.35
CRM-LN-002873,CRM-INV-00963,PROD-0013,4,291.02,1164.08
CRM-LN-002874,CRM-INV-00964,PROD-0027,3,392.53,1177.59
CRM-LN-002875,CRM-INV-00964,PROD-0027,6,392.53,2355.18
CRM-LN-002876,CRM-INV-00964,PROD-0082,5,28.92,144.60
CRM-LN-002877,CRM-INV-00964,PROD-0091,5,283.43,1417.15
CRM-LN-002878,CRM-INV-00965,PROD-0090,8,163.51,1308.08
CRM-LN-002879,CRM-INV-00965,PROD-0095,5,107.90,539.50
CRM-LN-002880,CRM-INV-00965,PROD-0089,4,60.13,240.52
CRM-LN-002881,CRM-INV-00965,PROD-0022,6,311.47,1868.82
CRM-LN-002882,CRM-INV-00965,PROD-0088,2,328.26,656.52
CRM-LN-002883,CRM-INV-00966,PROD-0019,1,177.57,177.57
CRM-LN-002884,CRM-INV-00966,PROD-0086,8,56.52,452.16
CRM-LN-002885,CRM-INV-00966,PROD-0055,6,173.52,1041.12
CRM-LN-002886,CRM-INV-00966,PROD-0003,3,492.35,1477.05
CRM-LN-002887,CRM-INV-00967,PROD-0077,6,483.25,2899.50
CRM-LN-002888,CRM-INV-00968,PROD-0032,8,221.97,1775.76
CRM-LN-002889,CRM-INV-00968,PROD-0015,1,309.23,309.23
CRM-LN-002890,CRM-INV-00968,PROD-0003,5,492.35,2461.75
CRM-LN-002891,CRM-INV-00968,PROD-0030,3,494.13,1482.39
CRM-LN-002892,CRM-INV-00969,PROD-0039,6,351.57,2109.42
CRM-LN-002893,CRM-INV-00970,PROD-0033,8,450.15,3601.20
CRM-LN-002894,CRM-INV-00970,PROD-0033,6,450.15,2700.90
CRM-LN-002895,CRM-INV-00970,PROD-0059,1,123.75,123.75
CRM-LN-002896,CRM-INV-00970,PROD-0046,5,276.04,1380.20
CRM-LN-002897,CRM-INV-00970,PROD-0091,6,283.43,1700.58
CRM-LN-002898,CRM-INV-00971,PROD-0062,2,76.22,152.44
CRM-LN-002899,CRM-INV-00971,PROD-0035,1,386.42,386.42
CRM-LN-002900,CRM-INV-00971,PROD-0019,7,177.57,1242.99
CRM-LN-002901,CRM-INV-00971,PROD-0029,3,236.38,709.14
CRM-LN-002902,CRM-INV-00971,PROD-0046,8,276.04,2208.32
CRM-LN-002903,CRM-INV-00972,PROD-0047,4,450.44,1801.76
CRM-LN-002904,CRM-INV-00972,PROD-0096,2,366.42,732.84
CRM-LN-002905,CRM-INV-00972,PROD-0025,7,133.33,933.31
CRM-LN-002906,CRM-INV-00972,PROD-0082,2,28.92,57.84
CRM-LN-002907,CRM-INV-00973,PROD-0058,3,378.28,1134.84
CRM-LN-002908,CRM-INV-00973,PROD-0034,6,233.28,1399.68
CRM-LN-002909,CRM-INV-00973,PROD-0043,7,430.52,3013.64
CRM-LN-002910,CRM-INV-00973,PROD-0076,7,358.04,2506.28
CRM-LN-002911,CRM-INV-00973,PROD-0036,5,148.18,740.90
CRM-LN-002912,CRM-INV-00974,PROD-0079,2,145.17,290.34
CRM-LN-002913,CRM-INV-00974,PROD-0056,8,149.95,1199.60
CRM-LN-002914,CRM-INV-00974,PROD-0073,6,335.84,2015.04
CRM-LN-002915,CRM-INV-00975,PROD-0060,3,380.80,1142.40
CRM-LN-002916,CRM-INV-00975,PROD-0067,5,465.51,2327.55
CRM-LN-002917,CRM-INV-00976,PROD-0063,5,474.66,2373.30
CRM-LN-002918,CRM-INV-00976,PROD-0009,5,364.08,1820.40
CRM-LN-002919,CRM-INV-00976,PROD-0002,8,368.34,2946.72
CRM-LN-002920,CRM-INV-00977,PROD-0016,1,229.45,229.45
CRM-LN-002921,CRM-INV-00977,PROD-0063,5,474.66,2373.30
CRM-LN-002922,CRM-INV-00977,PROD-0001,7,33.55,234.85
CRM-LN-002923,CRM-INV-00977,PROD-0046,1,276.04,276.04
CRM-LN-002924,CRM-INV-00977,PROD-0007,5,191.65,958.25
CRM-LN-002925,CRM-INV-00978,PROD-0086,3,56.52,169.56
CRM-LN-002926,CRM-INV-00978,PROD-0012,5,343.50,1717.50
CRM-LN-002927,CRM-INV-00978,PROD-0019,4,177.57,710.28
CRM-LN-002928,CRM-INV-00978,PROD-0056,2,149.95,299.90
CRM-LN-002929,CRM-INV-00978,PROD-0038,4,54.08,216.32
CRM-LN-002930,CRM-INV-00979,PROD-0055,7,173.52,1214.64
CRM-LN-002931,CRM-INV-00979,PROD-0013,5,291.02,1455.10
CRM-LN-002932,CRM-INV-00979,PROD-0039,5,351.57,1757.85
CRM-LN-002933,CRM-INV-00979,PROD-0023,7,216.00,1512.00
CRM-LN-002934,CRM-INV-00980,PROD-0018,4,334.54,1338.16
CRM-LN-002935,CRM-INV-00980,PROD-0033,3,450.15,1350.45
CRM-LN-002936,CRM-INV-00980,PROD-0054,4,141.18,564.72
CRM-LN-002937,CRM-INV-00980,PROD-0039,5,351.57,1757.85
CRM-LN-002938,CRM-INV-00980,PROD-0011,5,283.89,1419.45
CRM-LN-002939,CRM-INV-00981,PROD-0024,7,363.40,2543.80
CRM-LN-002940,CRM-INV-00981,PROD-0056,2,149.95,299.90
CRM-LN-002941,CRM-INV-00981,PROD-0018,8,334.54,2676.32
CRM-LN-002942,CRM-INV-00981,PROD-0089,6,60.13,360.78
CRM-LN-002943,CRM-INV-00981,PROD-0065,6,482.41,2894.46
CRM-LN-002944,CRM-INV-00982,PROD-0053,8,80.81,646.48
CRM-LN-002945,CRM-INV-00982,PROD-0004,1,107.19,107.19
CRM-LN-002946,CRM-INV-00982,PROD-0099,7,21.86,153.02
CRM-LN-002947,CRM-INV-00982,PROD-0012,3,343.50,1030.50
CRM-LN-002948,CRM-INV-00983,PROD-0075,6,66.19,397.14
CRM-LN-002949,CRM-INV-00983,PROD-0017,5,399.96,1999.80
CRM-LN-002950,CRM-INV-00984,PROD-0086,1,56.52,56.52
CRM-LN-002951,CRM-INV-00984,PROD-0060,8,380.80,3046.40
CRM-LN-002952,CRM-INV-00984,PROD-0007,2,191.65,383.30
CRM-LN-002953,CRM-INV-00984,PROD-0008,5,317.23,1586.15
CRM-LN-002954,CRM-INV-00985,PROD-0077,2,483.25,966.50
CRM-LN-002955,CRM-INV-00985,PROD-0038,8,54.08,432.64
CRM-LN-002956,CRM-INV-00985,PROD-0089,6,60.13,360.78
CRM-LN-002957,CRM-INV-00986,PROD-0087,1,284.26,284.26
CRM-LN-002958,CRM-INV-00986,PROD-0090,4,163.51,654.04
CRM-LN-002959,CRM-INV-00986,PROD-0067,3,465.51,1396.53
CRM-LN-002960,CRM-INV-00986,PROD-0072,8,394.58,3156.64
CRM-LN-002961,CRM-INV-00986,PROD-0018,4,334.54,1338.16
CRM-LN-002962,CRM-INV-00987,PROD-0039,5,351.57,1757.85
CRM-LN-002963,CRM-INV-00987,PROD-0093,1,163.71,163.71
CRM-LN-002964,CRM-INV-00988,PROD-0015,2,309.23,618.46
CRM-LN-002965,CRM-INV-00988,PROD-0001,3,33.55,100.65
CRM-LN-002966,CRM-INV-00989,PROD-0032,4,221.97,887.88
CRM-LN-002967,CRM-INV-00990,PROD-0057,7,137.35,961.45
CRM-LN-002968,CRM-INV-00990,PROD-0008,2,317.23,634.46
CRM-LN-002969,CRM-INV-00990,PROD-0039,7,351.57,2460.99
CRM-LN-002970,CRM-INV-00990,PROD-0062,3,76.22,228.66
CRM-LN-002971,CRM-INV-00990,PROD-0031,5,312.14,1560.70
CRM-LN-002972,CRM-INV-00991,PROD-0016,7,229.45,1606.15
CRM-LN-002973,CRM-INV-00991,PROD-0019,1,177.57,177.57
CRM-LN-002974,CRM-INV-00991,PROD-0024,3,363.40,1090.20
CRM-LN-002975,CRM-INV-00991,PROD-0096,4,366.42,1465.68
CRM-LN-002976,CRM-INV-00991,PROD-0022,4,311.47,1245.88
CRM-LN-002977,CRM-INV-00992,PROD-0076,8,358.04,2864.32
CRM-LN-002978,CRM-INV-00993,PROD-0090,2,163.51,327.02
CRM-LN-002979,CRM-INV-00993,PROD-0060,7,380.80,2665.60
CRM-LN-002980,CRM-INV-00993,PROD-0055,3,173.52,520.56
CRM-LN-002981,CRM-INV-00993,PROD-0004,5,107.19,535.95
