recon_id,crm_invoice_id,acct_invoice_id,match_status,crm_amount,acct_amount,variance_amount,variance_reason
REC-00597,CRM-INV-00597,ACCT-INV-00597,Matched,4478.46,4478.46,0.00,
REC-00598,CRM-INV-00598,ACCT-INV-00598,Matched,4660.48,4660.48,0.00,
REC-00599,CRM-INV-00599,ACCT-INV-00599,Matched,4590.58,4590.58,0.00,
REC-00600,CRM-INV-00600,ACCT-INV-00600,Matched,4105.34,4105.34,0.00,
REC-00601,CRM-INV-00601,ACCT-INV-00601,Matched,2553.99,2553.99,0.00,
REC-00602,CRM-INV-00602,ACCT-INV-00602,Matched,7500.53,7500.53,0.00,
REC-00603,CRM-INV-00603,ACCT-INV-00603,Matched,4627.28,4627.28,0.00,
REC-00604,CRM-INV-00604,ACCT-INV-00604,Matched,5258.94,5258.94,0.00,
REC-00605,CRM-INV-00605,ACCT-INV-00605,Matched,452.16,452.16,0.00,
REC-00606,CRM-INV-00606,ACCT-INV-00606,Matched,6831.67,6831.67,0.00,
REC-00607,CRM-INV-00607,ACCT-INV-00607,Matched,2400.48,2400.48,0.00,
REC-00608,CRM-INV-00608,ACCT-INV-00608,Matched,1578.32,1578.32,0.00,
REC-00609,CRM-INV-00609,ACCT-INV-00609,Matched,813.78,813.78,0.00,
REC-00610,CRM-INV-00610,ACCT-INV-00610,Matched,2293.04,2293.04,0.00,
REC-00611,CRM-INV-00611,ACCT-INV-00611,Matched,2191.52,2191.52,0.00,
REC-00612,CRM-INV-00612,ACCT-INV-00612,Matched,4593.30,4593.30,0.00,
REC-00613,CRM-INV-00613,ACCT-INV-00613,Matched,1775.76,1775.76,0.00,
REC-00614,CRM-INV-00614,ACCT-INV-00614,Matched,2318.52,2318.52,0.00,
REC-00615,CRM-INV-00615,ACCT-INV-00615,Matched,3871.56,3871.56,0.00,
REC-00616,CRM-INV-00616,ACCT-INV-00616,Matched,2128.45,2128.45,0.00,
REC-00617,CRM-INV-00617,ACCT-INV-00617,Matched,424.00,424.00,0.00,
REC-00618,CRM-INV-00618,ACCT-INV-00618,Matched,5578.41,5578.41,0.00,
REC-00619,CRM-INV-00619,ACCT-INV-00619,Matched,2657.69,2657.69,0.00,
REC-00620,CRM-INV-00620,ACCT-INV-00620,Matched,4533.42,4533.42,0.00,
REC-00621,CRM-INV-00621,ACCT-INV-00621,Matched,2808.17,2808.17,0.00,
REC-00622,CRM-INV-00622,ACCT-INV-00622,Variance,10958.07,12892.03,1933.96,Pricing difference - promotional discount not applied in accounting
REC-00623,CRM-INV-00623,ACCT-INV-00623,Matched,2278.83,2278.83,0.00,
REC-00624,CRM-INV-00624,ACCT-INV-00624,Matched,3590.42,3590.42,0.00,
REC-00625,CRM-INV-00625,ACCT-INV-00625,Matched,6080.16,6080.16,0.00,
REC-00626,CRM-INV-00626,ACCT-INV-00626,Matched,469.98,469.98,0.00,
REC-00627,CRM-INV-00627,ACCT-INV-00627,Matched,7910.55,7910.55,0.00,
REC-00628,CRM-INV-00628,ACCT-INV-00628,Matched,5673.76,5673.76,0.00,
REC-00629,CRM-INV-00629,ACCT-INV-00629,Matched,4329.99,4329.99,0.00,
REC-00630,CRM-INV-00630,ACCT-INV-00630,Matched,5928.89,5928.89,0.00,
REC-00631,CRM-INV-00631,ACCT-INV-00631,Matched,3718.35,3718.35,0.00,
REC-00632,CRM-INV-00632,ACCT-INV-00632,Matched,2201.24,2201.24,0.00,
REC-00633,CRM-INV-00633,ACCT-INV-00633,Matched,3994.70,3994.70,0.00,
REC-00634,CRM-INV-00634,ACCT-INV-00634,Matched,3682.37,3682.37,0.00,
REC-00635,CRM-INV-00635,ACCT-INV-00635,Matched,6595.12,6595.12,0.00,
REC-00636,CRM-INV-00636,ACCT-INV-00636,Matched,452.16,452.16,0.00,
REC-00637,CRM-INV-00637,ACCT-INV-00637,Matched,389.13,389.13,0.00,
REC-00638,CRM-INV-00638,ACCT-INV-00638,Matched,5547.13,5547.13,0.00,
REC-00639,CRM-INV-00639,ACCT-INV-00639,Matched,592.72,592.72,0.00,
REC-00640,CRM-INV-00640,ACCT-INV-00640,Matched,4575.49,4575.49,0.00,
REC-00641,CRM-INV-00641,ACCT-INV-00641,Matched,3614.76,3614.76,0.00,
REC-00642,CRM-INV-00642,ACCT-INV-00642,Matched,2366.25,2366.25,0.00,
REC-00643,CRM-INV-00643,ACCT-INV-00643,Matched,175.43,175.43,0.00,
REC-00644,CRM-INV-00644,ACCT-INV-00644,Matched,2117.82,2117.82,0.00,
REC-00645,CRM-INV-00645,ACCT-INV-00645,Matched,3957.21,3957.21,0.00,
REC-00646,CRM-INV-00646,ACCT-INV-00646,Matched,6328.57,6328.57,0.00,
REC-00647,CRM-INV-00647,ACCT-INV-00647,Matched,4715.22,4715.22,0.00,
REC-00648,CRM-INV-00648,ACCT-INV-00648,Matched,4643.33,4643.33,0.00,
REC-00649,CRM-INV-00649,ACCT-INV-00649,Matched,381.10,381.10,0.00,
REC-00650,CRM-INV-00650,ACCT-INV-00650,Matched,2540.86,2540.86,0.00,
REC-00651,CRM-INV-00651,ACCT-INV-00651,Matched,4404.22,4404.22,0.00,
REC-00652,CRM-INV-00652,ACCT-INV-00652,Matched,7133.06,7133.06,0.00,
REC-00653,CRM-INV-00653,ACCT-INV-00653,Matched,4021.52,4021.52,0.00,
REC-00654,CRM-INV-00654,ACCT-INV-00654,Matched,2377.39,2377.39,0.00,
REC-00655,CRM-INV-00655,ACCT-INV-00655,Matched,1932.28,1932.28,0.00,
REC-00656,CRM-INV-00656,ACCT-INV-00656,Variance,4866.52,5725.40,858.88,Pricing difference - promotional discount not applied in accounting
REC-00657,CRM-INV-00657,ACCT-INV-00657,Matched,236.38,236.38,0.00,
REC-00658,CRM-INV-00658,ACCT-INV-00658,Matched,1694.23,1694.23,0.00,
REC-00659,CRM-INV-00659,ACCT-INV-00659,Matched,1761.10,1761.10,0.00,
REC-00660,CRM-INV-00660,ACCT-INV-00660,Matched,1185.44,1185.44,0.00,
REC-00661,CRM-INV-00661,ACCT-INV-00661,Matched,6021.02,6021.02,0.00,
REC-00662,CRM-INV-00662,ACCT-INV-00662,Matched,3060.06,3060.06,0.00,
REC-00663,CRM-INV-00663,ACCT-INV-00663,Matched,1427.30,1427.30,0.00,
REC-00664,CRM-INV-00664,ACCT-INV-00664,Matched,2626.08,2626.08,0.00,
REC-00665,CRM-INV-00665,ACCT-INV-00665,Matched,654.84,654.84,0.00,
REC-00666,CRM-INV-00666,ACCT-INV-00666,Matched,2195.03,2195.03,0.00,
REC-00667,CRM-INV-00667,ACCT-INV-00667,Matched,5578.34,5578.34,0.00,
REC-00668,CRM-INV-00668,ACCT-INV-00668,Matched,2148.24,2148.24,0.00,
REC-00669,CRM-INV-00669,ACCT-INV-00669,Matched,7592.30,7592.30,0.00,
REC-00670,CRM-INV-00670,ACCT-INV-00670,Matched,3332.75,3332.75,0.00,
REC-00671,CRM-INV-00671,ACCT-INV-00671,Matched,2028.61,2028.61,0.00,
REC-00672,CRM-INV-00672,ACCT-INV-00672,Matched,2989.80,2989.80,0.00,
REC-00673,CRM-INV-00673,ACCT-INV-00673,Matched,3046.32,3046.32,0.00,
REC-00674,CRM-INV-00674,ACCT-INV-00674,Matched,4540.23,4540.23,0.00,
REC-00675,CRM-INV-00675,ACCT-INV-00675,Matched,4410.81,4410.81,0.00,
REC-00676,CRM-INV-00676,ACCT-INV-00676,Matched,2717.82,2717.82,0.00,
REC-00677,CRM-INV-00677,ACCT-INV-00677,Matched,5437.89,5437.89,0.00,
REC-00678,CRM-INV-00678,ACCT-INV-00678,Matched,985.36,985.36,0.00,
REC-00679,CRM-INV-00679,ACCT-INV-00679,Matched,4869.57,4869.57,0.00,
REC-00680,CRM-INV-00680,ACCT-INV-00680,Matched,1547.80,1547.80,0.00,
REC-00681,CRM-INV-00681,ACCT-INV-00681,Matched,4020.32,4020.32,0.00,
REC-00682,CRM-INV-00682,ACCT-INV-00682,Matched,5592.19,5592.19,0.00,
REC-00683,CRM-INV-00683,ACCT-INV-00683,Matched,2645.81,2645.81,0.00,
REC-00684,CRM-INV-00684,ACCT-INV-00684,Matched,1685.20,1685.20,0.00,
REC-00685,CRM-INV-00685,ACCT-INV-00685,Matched,1822.60,1822.60,0.00,
REC-00686,CRM-INV-00686,ACCT-INV-00686,Matched,4354.50,4354.50,0.00,
REC-00687,CRM-INV-00687,ACCT-INV-00687,Matched,1294.09,1294.09,0.00,
REC-00688,CRM-INV-00688,ACCT-INV-00688,Matched,2903.37,2903.37,0.00,
REC-00689,CRM-INV-00689,ACCT-INV-00689,Matched,1456.90,1456.90,0.00,
REC-00690,CRM-INV-00690,ACCT-INV-00690,Matched,7085.71,7085.71,0.00,
REC-00691,CRM-INV-00691,ACCT-INV-00691,Matched,4115.06,4115.06,0.00,
REC-00692,CRM-INV-00692,ACCT-INV-00692,Matched,3536.67,3536.67,0.00,
REC-00693,CRM-INV-00693,ACCT-INV-00693,Matched,1943.26,1943.26,0.00,
REC-00694,CRM-INV-00694,ACCT-INV-00694,Matched,6960.15,6960.15,0.00,
REC-00695,CRM-INV-00695,ACCT-INV-00695,Matched,5621.30,5621.30,0.00,
REC-00696,CRM-INV-00696,ACCT-INV-00696,Matched,108.16,108.16,0.00,
REC-00697,CRM-INV-00697,ACCT-INV-00697,Matched,2030.64,2030.64,0.00,
REC-00698,CRM-INV-00698,ACCT-INV-00698,Matched,3956.31,3956.31,0.00,
REC-00699,CRM-INV-00699,ACCT-INV-00699,Matched,3763.89,3763.89,0.00,
REC-00700,CRM-INV-00700,ACCT-INV-00700,Matched,4627.54,4627.54,0.00,
REC-00701,CRM-INV-00701,ACCT-INV-00701,Matched,6319.12,6319.12,0.00,
REC-00702,CRM-INV-00702,ACCT-INV-00702,Matched,5170.03,5170.03,0.00,
REC-00703,CRM-INV-00703,ACCT-INV-00703,Matched,2336.76,2336.76,0.00,
REC-00704,CRM-INV-00704,ACCT-INV-00704,Matched,7822.43,7822.43,0.00,
REC-00705,CRM-INV-00705,ACCT-INV-00705,Variance,10592.86,12462.24,1869.38,Pricing difference - promotional discount not applied in accounting
REC-00706,CRM-INV-00706,ACCT-INV-00706,Matched,1453.60,1453.60,0.00,
REC-00707,CRM-INV-00707,ACCT-INV-00707,Matched,3039.77,3039.77,0.00,
REC-00708,CRM-INV-00708,ACCT-INV-00708,Matched,1868.82,1868.82,0.00,
REC-00709,CRM-INV-00709,ACCT-INV-00709,Matched,3042.88,3042.88,0.00,
REC-00710,CRM-INV-00710,ACCT-INV-00710,Matched,3113.31,3113.31,0.00,
REC-00711,CRM-INV-00711,ACCT-INV-00711,Matched,3385.66,3385.66,0.00,
REC-00712,CRM-INV-00712,ACCT-INV-00712,Matched,4417.06,4417.06,0.00,
REC-00713,CRM-INV-00713,ACCT-INV-00713,Matched,3697.86,3697.86,0.00,
REC-00714,CRM-INV-00714,ACCT-INV-00714,Matched,4801.07,4801.07,0.00,
REC-00715,CRM-INV-00715,ACCT-INV-00715,Matched,3991.01,3991.01,0.00,
REC-00716,CRM-INV-00716,ACCT-INV-00716,Matched,3026.01,3026.01,0.00,
REC-00717,CRM-INV-00717,ACCT-INV-00717,Matched,2894.46,2894.46,0.00,
REC-00718,CRM-INV-00718,ACCT-INV-00718,Matched,863.21,863.21,0.00,
REC-00719,CRM-INV-00719,ACCT-INV-00719,Matched,5550.47,5550.47,0.00,
REC-00720,CRM-INV-00720,ACCT-INV-00720,Matched,5428.48,5428.48,0.00,
REC-00721,CRM-INV-00721,ACCT-INV-00721,Matched,4079.76,4079.76,0.00,
REC-00722,CRM-INV-00722,ACCT-INV-00722,Matched,781.40,781.40,0.00,
REC-00723,CRM-INV-00723,ACCT-INV-00723,Matched,4831.24,4831.24,0.00,
REC-00724,CRM-INV-00724,ACCT-INV-00724,Matched,1137.04,1137.04,0.00,
REC-00725,CRM-INV-00725,ACCT-INV-00725,Matched,4578.32,4578.32,0.00,
REC-00726,CRM-INV-00726,ACCT-INV-00726,Matched,4342.33,4342.33,0.00,
REC-00727,CRM-INV-00727,ACCT-INV-00727,Matched,1129.28,1129.28,0.00,
REC-00728,CRM-INV-00728,ACCT-INV-00728,Matched,3402.69,3402.69,0.00,
REC-00729,CRM-INV-00729,ACCT-INV-00729,Matched,1052.06,1052.06,0.00,
REC-00730,CRM-INV-00730,ACCT-INV-00730,Matched,1585.98,1585.98,0.00,
REC-00731,CRM-INV-00731,ACCT-INV-00731,Matched,1690.60,1690.60,0.00,
REC-00732,CRM-INV-00732,ACCT-INV-00732,Matched,3458.79,3458.79,0.00,
REC-00733,CRM-INV-00733,ACCT-INV-00733,Matched,526.29,526.29,0.00,
REC-00734,CRM-INV-00734,ACCT-INV-00734,Matched,4184.00,4184.00,0.00,
REC-00735,CRM-INV-00735,ACCT-INV-00735,Matched,7963.29,7963.29,0.00,
REC-00736,CRM-INV-00736,ACCT-INV-00736,Matched,864.84,864.84,0.00,
REC-00737,CRM-INV-00737,ACCT-INV-00737,Matched,6927.30,6927.30,0.00,
REC-00738,CRM-INV-00738,ACCT-INV-00738,Matched,7229.32,7229.32,0.00,
REC-00739,CRM-INV-00739,ACCT-INV-00739,Matched,1603.97,1603.97,0.00,
REC-00740,CRM-INV-00740,ACCT-INV-00740,Matched,5527.96,5527.96,0.00,
REC-00741,CRM-INV-00741,ACCT-INV-00741,Matched,949.32,949.32,0.00,
REC-00742,CRM-INV-00742,ACCT-INV-00742,Matched,2208.09,2208.09,0.00,
REC-00743,CRM-INV-00743,ACCT-INV-00743,Matched,6154.17,6154.17,0.00,
REC-00744,CRM-INV-00744,ACCT-INV-00744,Matched,3376.16,3376.16,0.00,
REC-00745,CRM-INV-00745,ACCT-INV-00745,Matched,7306.12,7306.12,0.00,
REC-00746,CRM-INV-00746,ACCT-INV-00746,Matched,3807.23,3807.23,0.00,
REC-00747,CRM-INV-00747,ACCT-INV-00747,Matched,2379.18,2379.18,0.00,
REC-00748,CRM-INV-00748,ACCT-INV-00748,Matched,2894.46,2894.46,0.00,
REC-00749,CRM-INV-00749,ACCT-INV-00749,Variance,24687.27,29043.85,4356.58,Pricing difference - promotional discount not applied in accounting
REC-00750,CRM-INV-00750,ACCT-INV-00750,Matched,1267.95,1267.95,0.00,
REC-00751,CRM-INV-00751,ACCT-INV-00751,Matched,4167.80,4167.80,0.00,
REC-00752,CRM-INV-00752,ACCT-INV-00752,Matched,2593.66,2593.66,0.00,
REC-00753,CRM-INV-00753,ACCT-INV-00753,Matched,5910.98,5910.98,0.00,
REC-00754,CRM-INV-00754,ACCT-INV-00754,Matched,780.40,780.40,0.00,
REC-00755,CRM-INV-00755,ACCT-INV-00755,Matched,6201.24,6201.24,0.00,
REC-00756,CRM-INV-00756,ACCT-INV-00756,Matched,974.28,974.28,0.00,
REC-00757,CRM-INV-00757,ACCT-INV-00757,Matched,3382.49,3382.49,0.00,
REC-00758,CRM-INV-00758,ACCT-INV-00758,Matched,4967.62,4967.62,0.00,
REC-00759,CRM-INV-00759,ACCT-INV-00759,Matched,5400.52,5400.52,0.00,
REC-00760,CRM-INV-00760,ACCT-INV-00760,Matched,1586.41,1586.41,0.00,
REC-00761,CRM-INV-00761,ACCT-INV-00761,Matched,7225.55,7225.55,0.00,
REC-00762,CRM-INV-00762,ACCT-INV-00762,Matched,1379.80,1379.80,0.00,
REC-00763,CRM-INV-00763,,Unmatched-CRM Only,8145.60,0.00,8145.60,Manual invoice not synced to accounting
REC-00764,CRM-INV-00764,ACCT-INV-00764,Matched,8714.68,8714.68,0.00,
REC-00765,CRM-INV-00765,ACCT-INV-00765,Matched,2391.28,2391.28,0.00,
REC-00766,CRM-INV-00766,ACCT-INV-00766,Matched,2396.45,2396.45,0.00,
REC-00767,CRM-INV-00767,ACCT-INV-00767,Matched,7673.87,7673.87,0.00,
REC-00768,CRM-INV-00768,ACCT-INV-00768,Matched,8037.64,8037.64,0.00,
REC-00769,CRM-INV-00769,ACCT-INV-00769,Matched,991.80,991.80,0.00,
REC-00770,CRM-INV-00770,ACCT-INV-00770,Matched,3714.66,3714.66,0.00,
REC-00771,CRM-INV-00771,ACCT-INV-00771,Matched,1536.60,1536.60,0.00,
REC-00772,CRM-INV-00772,ACCT-INV-00772,Matched,4760.96,4760.96,0.00,
REC-00773,CRM-INV-00773,ACCT-INV-00773,Matched,5655.48,5655.48,0.00,
REC-00774,CRM-INV-00774,ACCT-INV-00774,Matched,1291.28,1291.28,0.00,
REC-00775,CRM-INV-00775,ACCT-INV-00775,Matched,4628.06,4628.06,0.00,
REC-00776,CRM-INV-00776,ACCT-INV-00776,Matched,2998.70,2998.70,0.00,
REC-00777,CRM-INV-00777,ACCT-INV-00777,Matched,3311.92,3311.92,0.00,
REC-00778,CRM-INV-00778,ACCT-INV-00778,Matched,2899.50,2899.50,0.00,
REC-00779,CRM-INV-00779,ACCT-INV-00779,Matched,5367.71,5367.71,0.00,
REC-00780,CRM-INV-00780,ACCT-INV-00780,Matched,2200.91,2200.91,0.00,
REC-00781,CRM-INV-00781,ACCT-INV-00781,Matched,7401.82,7401.82,0.00,
REC-00782,CRM-INV-00782,ACCT-INV-00782,Matched,3244.49,3244.49,0.00,
REC-00783,CRM-INV-00783,ACCT-INV-00783,Matched,2653.96,2653.96,0.00,
REC-00784,CRM-INV-00784,ACCT-INV-00784,Matched,900.88,900.88,0.00,
REC-00785,CRM-INV-00785,ACCT-INV-00785,Matched,3911.56,3911.56,0.00,
REC-00786,CRM-INV-00786,ACCT-INV-00786,Matched,5117.42,5117.42,0.00,
REC-00787,CRM-INV-00787,ACCT-INV-00787,Matched,1514.97,1514.97,0.00,
REC-00788,CRM-INV-00788,ACCT-INV-00788,Matched,3016.32,3016.32,0.00,
REC-00789,CRM-INV-00789,ACCT-INV-00789,Matched,7852.38,7852.38,0.00,
REC-00790,CRM-INV-00790,ACCT-INV-00790,Matched,2901.78,2901.78,0.00,
REC-00791,CRM-INV-00791,ACCT-INV-00791,Matched,5671.68,5671.68,0.00,
REC-00792,CRM-INV-00792,ACCT-INV-00792,Matched,701.70,701.70,0.00,
REC-00793,CRM-INV-00793,ACCT-INV-00793,Matched,2021.94,2021.94,0.00,
REC-00794,CRM-INV-00794,ACCT-INV-00794,Matched,2634.69,2634.69,0.00,
REC-00795,CRM-INV-00795,ACCT-INV-00795,Matched,5313.58,5313.58,0.00,
REC-00796,CRM-INV-00796,ACCT-INV-00796,Matched,3048.51,3048.51,0.00,
REC-00797,CRM-INV-00797,ACCT-INV-00797,Matched,3711.04,3711.04,0.00,
REC-00798,CRM-INV-00798,ACCT-INV-00798,Matched,6175.18,6175.18,0.00,
REC-00799,CRM-INV-00799,ACCT-INV-00799,Matched,3196.95,3196.95,0.00,
REC-00800,CRM-INV-00800,ACCT-INV-00800,Matched,5014.39,5014.39,0.00,
REC-00801,CRM-INV-00801,ACCT-INV-00801,Matched,2297.82,2297.82,0.00,
REC-00802,CRM-INV-00802,ACCT-INV-00802,Matched,3011.06,3011.06,0.00,
REC-00803,CRM-INV-00803,ACCT-INV-00803,Matched,688.35,688.35,0.00,
REC-00804,CRM-INV-00804,ACCT-INV-00804,Matched,5373.47,5373.47,0.00,
REC-00805,CRM-INV-00805,ACCT-INV-00805,Matched,3397.64,3397.64,0.00,
REC-00806,CRM-INV-00806,ACCT-INV-00806,Matched,2922.19,2922.19,0.00,
REC-00807,CRM-INV-00807,ACCT-INV-00807,Matched,5390.98,5390.98,0.00,
REC-00808,CRM-INV-00808,ACCT-INV-00808,Matched,5743.77,5743.77,0.00,
REC-00809,CRM-INV-00809,ACCT-INV-00809,Matched,3071.26,3071.26,0.00,
REC-00810,CRM-INV-00810,ACCT-INV-00810,Matched,6676.60,6676.60,0.00,
REC-00811,CRM-INV-00811,ACCT-INV-00811,Matched,2790.86,2790.86,0.00,
REC-00812,CRM-INV-00812,ACCT-INV-00812,Matched,3233.50,3233.50,0.00,
REC-00813,CRM-INV-00813,ACCT-INV-00813,Matched,3852.40,3852.40,0.00,
REC-00814,CRM-INV-00814,ACCT-INV-00814,Matched,399.24,399.24,0.00,
REC-00815,CRM-INV-00815,ACCT-INV-00815,Matched,755.30,755.30,0.00,
REC-00816,CRM-INV-00816,ACCT-INV-00816,Matched,5653.18,5653.18,0.00,
REC-00817,CRM-INV-00817,ACCT-INV-00817,Matched,2469.06,2469.06,0.00,
REC-00818,CRM-INV-00818,ACCT-INV-00818,Matched,5682.54,5682.54,0.00,
REC-00819,CRM-INV-00819,ACCT-INV-00819,Variance,16441.01,19342.24,2901.23,Pricing difference - promotional discount not applied in accounting
REC-00820,CRM-INV-00820,ACCT-INV-00820,Matched,2499.37,2499.37,0.00,
REC-00821,CRM-INV-00821,ACCT-INV-00821,Matched,654.64,654.64,0.00,
REC-00822,CRM-INV-00822,ACCT-INV-00822,Matched,6588.87,6588.87,0.00,
REC-00823,CRM-INV-00823,ACCT-INV-00823,Matched,467.88,467.88,0.00,
REC-00824,CRM-INV-00824,ACCT-INV-00824,Matched,3637.98,3637.98,0.00,
REC-00825,CRM-INV-00825,ACCT-INV-00825,Matched,6662.24,6662.24,0.00,
REC-00826,CRM-INV-00826,ACCT-INV-00826,Matched,4702.58,4702.58,0.00,
REC-00827,CRM-INV-00827,ACCT-INV-00827,Matched,580.68,580.68,0.00,
REC-00828,CRM-INV-00828,ACCT-INV-00828,Matched,4497.38,4497.38,0.00,
REC-00829,CRM-INV-00829,ACCT-INV-00829,Matched,703.14,703.14,0.00,
REC-00830,CRM-INV-00830,ACCT-INV-00830,Matched,3134.78,3134.78,0.00,
REC-00831,CRM-INV-00831,ACCT-INV-00831,Variance,14655.38,17241.53,2586.15,Pricing difference - promotional discount not applied in accounting
REC-00832,CRM-INV-00832,ACCT-INV-00832,Matched,4681.58,4681.58,0.00,
REC-00833,CRM-INV-00833,ACCT-INV-00833,Matched,6506.93,6506.93,0.00,
REC-00834,CRM-INV-00834,ACCT-INV-00834,Matched,3696.81,3696.81,0.00,
REC-00835,CRM-INV-00835,ACCT-INV-00835,Matched,1950.90,1950.90,0.00,
REC-00836,CRM-INV-00836,ACCT-INV-00836,Matched,5138.36,5138.36,0.00,
REC-00837,CRM-INV-00837,ACCT-INV-00837,Matched,2309.34,2309.34,0.00,
REC-00838,CRM-INV-00838,ACCT-INV-00838,Matched,1529.20,1529.20,0.00,
REC-00839,CRM-INV-00839,ACCT-INV-00839,Matched,5483.95,5483.95,0.00,
REC-00840,CRM-INV-00840,ACCT-INV-00840,Matched,3863.12,3863.12,0.00,
REC-00841,CRM-INV-00841,ACCT-INV-00841,Matched,2488.04,2488.04,0.00,
REC-00842,CRM-INV-00842,ACCT-INV-00842,Matched,140.84,140.84,0.00,
REC-00843,CRM-INV-00843,ACCT-INV-00843,Matched,1392.26,1392.26,0.00,
REC-00844,CRM-INV-00844,ACCT-INV-00844,Matched,201.30,201.30,0.00,
REC-00845,CRM-INV-00845,ACCT-INV-00845,Matched,1417.15,1417.15,0.00,
REC-00846,CRM-INV-00846,ACCT-INV-00846,Matched,3666.07,3666.07,0.00,
REC-00847,CRM-INV-00847,ACCT-INV-00847,Matched,4771.38,4771.38,0.00,
REC-00848,CRM-INV-00848,ACCT-INV-00848,Matched,7020.97,7020.97,0.00,
REC-00849,CRM-INV-00849,ACCT-INV-00849,Matched,1570.76,1570.76,0.00,
REC-00850,CRM-INV-00850,ACCT-INV-00850,Matched,2825.04,2825.04,0.00,
REC-00851,CRM-INV-00851,ACCT-INV-00851,Matched,1739.31,1739.31,0.00,
REC-00852,CRM-INV-00852,ACCT-INV-00852,Matched,2375.80,2375.80,0.00,
REC-00853,CRM-INV-00853,ACCT-INV-00853,Matched,1599.84,1599.84,0.00,
REC-00854,CRM-INV-00854,ACCT-INV-00854,Matched,3863.06,3863.06,0.00,
REC-00855,CRM-INV-00855,ACCT-INV-00855,Matched,4026.50,4026.50,0.00,
REC-00856,CRM-INV-00856,ACCT-INV-00856,Matched,3266.56,3266.56,0.00,
REC-00857,CRM-INV-00857,ACCT-INV-00857,Matched,4129.32,4129.32,0.00,
REC-00858,CRM-INV-00858,ACCT-INV-00858,Matched,900.88,900.88,0.00,
REC-00859,CRM-INV-00859,ACCT-INV-00859,Matched,2490.87,2490.87,0.00,
REC-00860,CRM-INV-00860,ACCT-INV-00860,Matched,4603.64,4603.64,0.00,
REC-00861,CRM-INV-00861,ACCT-INV-00861,Matched,100.65,100.65,0.00,
REC-00862,CRM-INV-00862,ACCT-INV-00862,Matched,4690.88,4690.88,0.00,
REC-00863,CRM-INV-00863,ACCT-INV-00863,Matched,4350.84,4350.84,0.00,
REC-00864,CRM-INV-00864,ACCT-INV-00864,Matched,7061.82,7061.82,0.00,
REC-00865,CRM-INV-00865,ACCT-INV-00865,Matched,3346.83,3346.83,0.00,
REC-00866,CRM-INV-00866,ACCT-INV-00866,Matched,392.53,392.53,0.00,
REC-00867,CRM-INV-00867,ACCT-INV-00867,Matched,2591.87,2591.87,0.00,
REC-00868,CRM-INV-00868,ACCT-INV-00868,Matched,1675.63,1675.63,0.00,
REC-00869,CRM-INV-00869,ACCT-INV-00869,Matched,1027.75,1027.75,0.00,
REC-00870,CRM-INV-00870,ACCT-INV-00870,Variance,1806.74,2125.63,318.89,Pricing difference - promotional discount not applied in accounting
REC-00871,CRM-INV-00871,ACCT-INV-00871,Matched,4529.35,4529.35,0.00,
REC-00872,CRM-INV-00872,ACCT-INV-00872,Matched,4786.31,4786.31,0.00,
REC-00873,CRM-INV-00873,ACCT-INV-00873,Matched,257.46,257.46,0.00,
REC-00874,CRM-INV-00874,ACCT-INV-00874,Matched,8355.49,8355.49,0.00,
REC-00875,CRM-INV-00875,ACCT-INV-00875,Matched,1293.40,1293.40,0.00,
REC-00876,CRM-INV-00876,ACCT-INV-00876,Matched,1943.39,1943.39,0.00,
REC-00877,CRM-INV-00877,ACCT-INV-00877,Matched,6593.36,6593.36,0.00,
REC-00878,CRM-INV-00878,ACCT-INV-00878,Matched,324.76,324.76,0.00,
REC-00879,CRM-INV-00879,ACCT-INV-00879,Matched,943.79,943.79,0.00,
REC-00880,CRM-INV-00880,ACCT-INV-00880,Matched,2122.94,2122.94,0.00,
REC-00881,CRM-INV-00881,ACCT-INV-00881,Matched,2686.72,2686.72,0.00,
REC-00882,CRM-INV-00882,ACCT-INV-00882,Matched,4828.44,4828.44,0.00,
REC-00883,CRM-INV-00883,ACCT-INV-00883,Matched,4029.36,4029.36,0.00,
REC-00884,CRM-INV-00884,ACCT-INV-00884,Variance,6695.26,7876.88,1181.62,Pricing difference - promotional discount not applied in accounting
REC-00885,CRM-INV-00885,ACCT-INV-00885,Matched,3298.26,3298.26,0.00,
REC-00886,CRM-INV-00886,ACCT-INV-00886,Matched,1050.36,1050.36,0.00,
REC-00887,CRM-INV-00887,ACCT-INV-00887,Credit Note Issue,2122.28,9036.89,6914.61,Credit note not posted to accounting
REC-00888,CRM-INV-00888,ACCT-INV-00888,Matched,2730.48,2730.48,0.00,
REC-00889,CRM-INV-00889,ACCT-INV-00889,Matched,2327.76,2327.76,0.00,
REC-00890,CRM-INV-00890,ACCT-INV-00890,Matched,889.08,889.08,0.00,
REC-00891,CRM-INV-00891,ACCT-INV-00891,Matched,7843.22,7843.22,0.00,
REC-00892,CRM-INV-00892,ACCT-INV-00892,Matched,4625.04,4625.04,0.00,
REC-00893,CRM-INV-00893,ACCT-INV-00893,Matched,910.14,910.14,0.00,
REC-00894,CRM-INV-00894,ACCT-INV-00894,Matched,1830.10,1830.10,0.00,
REC-00895,CRM-INV-00895,ACCT-INV-00895,Matched,7176.28,7176.28,0.00,
REC-00896,CRM-INV-00896,ACCT-INV-00896,Matched,5449.54,5449.54,0.00,
