acct_invoice_id,customer_id,crm_invoice_id,invoice_date,total_amount,status
ACCT-INV-00642,CUST-0197,CRM-INV-00642,2026-01-03,2366.25,Posted
ACCT-INV-00643,CUST-0084,CRM-INV-00643,2026-01-06,175.43,Posted
ACCT-INV-00644,CUST-0026,CRM-INV-00644,2026-01-11,2117.82,Posted
ACCT-INV-00645,CUST-0031,CRM-INV-00645,2026-01-02,3957.21,Posted
ACCT-INV-00646,CUST-0069,CRM-INV-00646,2026-01-02,6328.57,Posted
ACCT-INV-00647,CUST-0005,CRM-INV-00647,2026-01-09,4715.22,Posted
ACCT-INV-00648,CUST-0037,CRM-INV-00648,2026-01-12,4643.33,Posted
ACCT-INV-00649,CUST-0043,CRM-INV-00649,2026-01-01,381.10,Posted
ACCT-INV-00650,CUST-0175,CRM-INV-00650,2026-01-13,2540.86,Posted
ACCT-INV-00651,CUST-0145,CRM-INV-00651,2026-01-03,4404.22,Posted
ACCT-INV-00652,CUST-0054,CRM-INV-00652,2026-01-20,7133.06,Posted
ACCT-INV-00653,CUST-0118,CRM-INV-00653,2026-01-31,4021.52,Posted
ACCT-INV-00654,CUST-0106,CRM-INV-00654,2026-01-18,2377.39,Posted
ACCT-INV-00655,CUST-0172,CRM-INV-00655,2026-01-15,1932.28,Posted
ACCT-INV-00656,CUST-0092,CRM-INV-00656,2026-01-13,5725.40,Posted
ACCT-INV-00657,CUST-0050,CRM-INV-00657,2026-01-15,236.38,Posted
ACCT-INV-00658,CUST-0175,CRM-INV-00658,2026-01-30,1694.23,Posted
ACCT-INV-00659,CUST-0127,CRM-INV-00659,2026-01-31,1761.10,Posted
ACCT-INV-00660,CUST-0164,CRM-INV-00660,2026-01-13,1185.44,Posted
ACCT-INV-00661,CUST-0050,CRM-INV-00661,2026-01-22,6021.02,Posted
ACCT-INV-00662,CUST-0187,CRM-INV-00662,2026-01-26,3060.06,Posted
ACCT-INV-00663,CUST-0110,CRM-INV-00663,2026-01-21,1427.30,Posted
ACCT-INV-00664,CUST-0105,CRM-INV-00664,2026-01-09,2626.08,Posted
ACCT-INV-00665,CUST-0133,CRM-INV-00665,2026-01-25,654.84,Posted
ACCT-INV-00666,CUST-0108,CRM-INV-00666,2026-01-18,2195.03,Posted
ACCT-INV-00667,CUST-0058,CRM-INV-00667,2026-01-23,5578.34,Posted
ACCT-INV-00668,CUST-0111,CRM-INV-00668,2026-01-26,2148.24,Posted
ACCT-INV-00669,CUST-0064,CRM-INV-00669,2026-01-04,7592.30,Posted
ACCT-INV-00670,CUST-0161,CRM-INV-00670,2026-01-15,3332.75,Posted
ACCT-INV-00671,CUST-0114,CRM-INV-00671,2026-01-02,2028.61,Posted
ACCT-INV-00672,CUST-0076,CRM-INV-00672,2026-01-28,2989.80,Posted
ACCT-INV-00673,CUST-0110,CRM-INV-00673,2026-01-29,3046.32,Posted
ACCT-INV-00674,CUST-0183,CRM-INV-00674,2026-01-03,4540.23,Posted
ACCT-INV-00675,CUST-0012,CRM-INV-00675,2026-01-02,4410.81,Posted
ACCT-INV-00676,CUST-0139,CRM-INV-00676,2026-01-25,2717.82,Posted
ACCT-INV-00677,CUST-0003,CRM-INV-00677,2026-01-17,5437.89,Posted
ACCT-INV-00678,CUST-0052,CRM-INV-00678,2026-01-26,985.36,Posted
ACCT-INV-00679,CUST-0178,CRM-INV-00679,2026-01-23,4869.57,Posted
ACCT-INV-00680,CUST-0117,CRM-INV-00680,2026-01-29,1547.80,Posted
ACCT-INV-00681,CUST-0164,CRM-INV-00681,2026-01-08,4020.32,Posted
ACCT-INV-00682,CUST-0085,CRM-INV-00682,2026-01-26,5592.19,Posted
ACCT-INV-00683,CUST-0030,CRM-INV-00683,2026-01-05,2645.81,Posted
ACCT-INV-00684,CUST-0073,CRM-INV-00684,2026-01-06,1685.20,Posted
ACCT-INV-00685,CUST-0006,CRM-INV-00685,2026-01-06,1822.60,Posted
ACCT-INV-00686,CUST-0054,CRM-INV-00686,2026-01-10,4354.50,Posted
ACCT-INV-00687,CUST-0034,CRM-INV-00687,2026-01-26,1294.09,Posted
ACCT-INV-00688,CUST-0110,CRM-INV-00688,2026-01-21,2903.37,Posted
ACCT-INV-00689,CUST-0084,CRM-INV-00689,2026-01-08,1456.90,Posted
ACCT-INV-00690,CUST-0131,CRM-INV-00690,2026-01-31,7085.71,Posted
ACCT-INV-00691,CUST-0119,CRM-INV-00691,2026-01-06,4115.06,Posted
ACCT-INV-00692,CUST-0149,CRM-INV-00692,2026-01-13,3536.67,Posted
ACCT-INV-00693,CUST-0097,CRM-INV-00693,2026-01-19,1943.26,Posted
ACCT-INV-00694,CUST-0022,CRM-INV-00694,2026-01-10,6960.15,Posted
ACCT-INV-00695,CUST-0105,CRM-INV-00695,2026-01-12,5621.30,Posted
ACCT-INV-00696,CUST-0092,CRM-INV-00696,2026-01-29,108.16,Posted
ACCT-INV-00697,CUST-0059,CRM-INV-00697,2026-01-04,2030.64,Posted
ACCT-INV-00698,CUST-0052,CRM-INV-00698,2026-01-11,3956.31,Posted
ACCT-INV-00699,CUST-0197,CRM-INV-00699,2026-01-22,3763.89,Posted
ACCT-INV-00700,CUST-0089,CRM-INV-00700,2026-01-26,4627.54,Posted
ACCT-INV-00701,CUST-0133,CRM-INV-00701,2026-01-19,6319.12,Posted
ACCT-INV-00702,CUST-0116,CRM-INV-00702,2026-01-28,5170.03,Posted
ACCT-INV-00703,CUST-0176,CRM-INV-00703,2026-01-25,2336.76,Posted
ACCT-INV-00704,CUST-0085,CRM-INV-00704,2026-01-19,7822.43,Posted
ACCT-INV-00705,CUST-0146,CRM-INV-00705,2026-01-31,12462.24,Posted
ACCT-INV-00706,CUST-0155,CRM-INV-00706,2026-01-16,1453.60,Posted
ACCT-INV-00707,CUST-0099,CRM-INV-00707,2026-01-10,3039.77,Posted
ACCT-INV-00708,CUST-0095,CRM-INV-00708,2026-01-17,1868.82,Posted
ACCT-INV-00709,CUST-0106,CRM-INV-00709,2026-01-13,3042.88,Posted
ACCT-INV-00710,CUST-0018,CRM-INV-00710,2026-01-13,3113.31,Posted
ACCT-INV-00711,CUST-0171,CRM-INV-00711,2026-01-16,3385.66,Posted
ACCT-INV-00712,CUST-0176,CRM-INV-00712,2026-01-15,4417.06,Posted
ACCT-INV-00713,CUST-0064,CRM-INV-00713,2026-01-17,3697.86,Posted
ACCT-INV-00714,CUST-0074,CRM-INV-00714,2026-01-21,4801.07,Posted
ACCT-INV-00715,CUST-0169,CRM-INV-00715,2026-01-06,3991.01,Posted
ACCT-INV-00716,CUST-0185,CRM-INV-00716,2026-01-29,3026.01,Posted
ACCT-INV-00717,CUST-0020,CRM-INV-00717,2026-01-25,2894.46,Posted
ACCT-INV-00718,CUST-0043,CRM-INV-00718,2026-01-09,863.21,Posted
ACCT-INV-00719,CUST-0178,CRM-INV-00719,2026-01-22,5550.47,Posted
ACCT-INV-00720,CUST-0182,CRM-INV-00720,2026-01-30,5428.48,Posted
ACCT-INV-00721,CUST-0141,CRM-INV-00721,2026-01-22,4079.76,Posted
ACCT-INV-00722,CUST-0042,CRM-INV-00722,2026-01-06,781.40,Posted
ACCT-INV-00723,CUST-0032,CRM-INV-00723,2026-01-18,4831.24,Posted
ACCT-INV-00724,CUST-0056,CRM-INV-00724,2026-01-23,1137.04,Posted
ACCT-INV-00725,CUST-0013,CRM-INV-00725,2026-01-27,4578.32,Posted
ACCT-INV-00726,CUST-0064,CRM-INV-00726,2026-01-12,4342.33,Posted
ACCT-INV-00727,CUST-0004,CRM-INV-00727,2026-01-11,1129.28,Posted
ACCT-INV-00728,CUST-0171,CRM-INV-00728,2026-01-06,3402.69,Posted
ACCT-INV-00729,CUST-0083,CRM-INV-00729,2026-01-18,1052.06,Posted
ACCT-INV-00730,CUST-0031,CRM-INV-00730,2026-01-08,1585.98,Posted
ACCT-INV-00731,CUST-0168,CRM-INV-00731,2026-01-11,1690.60,Posted
ACCT-INV-00732,CUST-0017,CRM-INV-00732,2026-01-22,3458.79,Posted
ACCT-INV-00733,CUST-0154,CRM-INV-00733,2026-01-16,526.29,Posted
ACCT-INV-00734,CUST-0025,CRM-INV-00734,2026-01-20,4184.00,Posted
ACCT-INV-00735,CUST-0177,CRM-INV-00735,2026-01-11,7963.29,Posted
ACCT-INV-00736,CUST-0158,CRM-INV-00736,2026-01-25,864.84,Posted
ACCT-INV-00737,CUST-0194,CRM-INV-00737,2026-01-08,6927.30,Posted
ACCT-INV-00738,CUST-0061,CRM-INV-00738,2026-01-30,7229.32,Posted
ACCT-INV-00739,CUST-0059,CRM-INV-00739,2026-01-28,1603.97,Posted
ACCT-INV-00740,CUST-0179,CRM-INV-00740,2026-01-24,5527.96,Posted
ACCT-INV-00741,CUST-0162,CRM-INV-00741,2026-01-01,949.32,Posted
ACCT-INV-00742,CUST-0014,CRM-INV-00742,2026-01-21,2208.09,Posted
ACCT-INV-00743,CUST-0053,CRM-INV-00743,2026-01-08,6154.17,Posted
ACCT-INV-00744,CUST-0064,CRM-INV-00744,2026-01-10,3376.16,Posted
ACCT-INV-00745,CUST-0093,CRM-INV-00745,2026-01-13,7306.12,Posted
ACCT-INV-00746,CUST-0124,CRM-INV-00746,2026-01-01,3807.23,Posted
ACCT-INV-00747,CUST-0119,CRM-INV-00747,2026-01-10,2379.18,Posted
ACCT-INV-00748,CUST-0049,CRM-INV-00748,2026-01-01,2894.46,Posted
ACCT-INV-00749,CUST-0107,CRM-INV-00749,2026-01-31,29043.85,Posted
ACCT-INV-00750,CUST-0010,CRM-INV-00750,2026-01-30,1267.95,Posted
ACCT-INV-00751,CUST-0112,CRM-INV-00751,2026-01-31,4167.80,Posted
ACCT-INV-00752,CUST-0167,CRM-INV-00752,2026-01-13,2593.66,Posted
ACCT-INV-00753,CUST-0166,CRM-INV-00753,2026-01-05,5910.98,Posted
ACCT-INV-00754,CUST-0170,CRM-INV-00754,2026-01-27,780.40,Posted
ACCT-INV-00755,CUST-0099,CRM-INV-00755,2026-01-13,6201.24,Posted
ACCT-INV-00756,CUST-0188,CRM-INV-00756,2026-01-14,974.28,Posted
ACCT-INV-00757,CUST-0069,CRM-INV-00757,2026-01-24,3382.49,Posted
ACCT-INV-00758,CUST-0044,CRM-INV-00758,2026-01-27,4967.62,Posted
ACCT-INV-00759,CUST-0044,CRM-INV-00759,2026-01-06,5400.52,Posted
ACCT-INV-00760,CUST-0055,CRM-INV-00760,2026-01-06,1586.41,Posted
ACCT-INV-00761,CUST-0105,CRM-INV-00761,2026-01-15,7225.55,Posted
ACCT-INV-00762,CUST-0061,CRM-INV-00762,2026-01-16,1379.80,Posted
ACCT-INV-00764,CUST-0195,CRM-INV-00764,2026-01-09,8714.68,Posted
ACCT-INV-00765,CUST-0062,CRM-INV-00765,2026-01-31,2391.28,Posted
ACCT-INV-00766,CUST-0001,CRM-INV-00766,2026-01-15,2396.45,Posted
ACCT-INV-00767,CUST-0159,CRM-INV-00767,2026-01-22,7673.87,Posted
ACCT-INV-00768,CUST-0189,CRM-INV-00768,2026-01-11,8037.64,Posted
ACCT-INV-00769,CUST-0076,CRM-INV-00769,2026-01-20,991.80,Posted
ACCT-INV-00770,CUST-0023,CRM-INV-00770,2026-01-10,3714.66,Posted
ACCT-INV-00771,CUST-0184,CRM-INV-00771,2026-01-01,1536.60,Posted
ACCT-INV-00772,CUST-0066,CRM-INV-00772,2026-01-22,4760.96,Posted
ACCT-INV-00773,CUST-0148,CRM-INV-00773,2026-01-25,5655.48,Posted
ACCT-INV-00774,CUST-0029,CRM-INV-00774,2026-01-03,1291.28,Posted
ACCT-INV-00775,CUST-0081,CRM-INV-00775,2026-01-31,4628.06,Posted
ACCT-INV-00776,CUST-0094,CRM-INV-00776,2026-01-26,2998.70,Posted
ACCT-INV-00777,CUST-0118,CRM-INV-00777,2026-01-11,3311.92,Posted
ACCT-INV-00778,CUST-0073,CRM-INV-00778,2026-01-05,2899.50,Posted
ACCT-INV-00779,CUST-0177,CRM-INV-00779,2026-01-04,5367.71,Posted
ACCT-INV-00780,CUST-0097,CRM-INV-00780,2026-01-02,2200.91,Posted
ACCT-INV-00781,CUST-0199,CRM-INV-00781,2026-01-06,7401.82,Posted
ACCT-INV-00782,CUST-0090,CRM-INV-00782,2026-01-25,3244.49,Posted
ACCT-INV-00783,CUST-0083,CRM-INV-00783,2026-01-25,2653.96,Posted
ACCT-INV-00784,CUST-0192,CRM-INV-00784,2026-01-07,900.88,Posted
ACCT-INV-00785,CUST-0038,CRM-INV-00785,2026-01-13,3911.56,Posted
ACCT-INV-00786,CUST-0132,CRM-INV-00786,2026-01-21,5117.42,Posted
ACCT-INV-00787,CUST-0102,CRM-INV-00787,2026-01-16,1514.97,Posted
ACCT-INV-00788,CUST-0167,CRM-INV-00788,2026-01-13,3016.32,Posted
ACCT-INV-00789,CUST-0126,CRM-INV-00789,2026-01-21,7852.38,Posted
ACCT-INV-00790,CUST-0180,CRM-INV-00790,2026-01-14,2901.78,Posted
ACCT-INV-00791,CUST-0180,CRM-INV-00791,2026-01-01,5671.68,Posted
ACCT-INV-00792,CUST-0154,CRM-INV-00792,2026-01-23,701.70,Posted
ACCT-INV-00793,CUST-0148,CRM-INV-00793,2026-01-07,2021.94,Posted
ACCT-INV-00794,CUST-0032,CRM-INV-00794,2026-01-17,2634.69,Posted
ACCT-INV-00795,CUST-0133,CRM-INV-00795,2026-01-29,5313.58,Posted
ACCT-INV-00796,CUST-0091,CRM-INV-00796,2026-01-20,3048.51,Posted
ACCT-INV-00797,CUST-0056,CRM-INV-00797,2026-01-31,3711.04,Posted
ACCT-INV-00798,CUST-0187,CRM-INV-00798,2026-01-20,6175.18,Posted
ACCT-INV-00799,CUST-0066,CRM-INV-00799,2026-01-22,3196.95,Posted
ACCT-INV-00800,CUST-0145,CRM-INV-00800,2026-01-22,5014.39,Posted
ACCT-INV-00801,CUST-0032,CRM-INV-00801,2026-01-18,2297.82,Posted
ACCT-INV-00802,CUST-0164,CRM-INV-00802,2026-01-03,3011.06,Posted
ACCT-INV-00803,CUST-0057,CRM-INV-00803,2026-01-13,688.35,Posted
ACCT-INV-00804,CUST-0079,CRM-INV-00804,2026-01-19,5373.47,Posted
ACCT-INV-00805,CUST-0044,CRM-INV-00805,2026-01-11,3397.64,Posted
ACCT-INV-00806,CUST-0183,CRM-INV-00806,2026-01-05,2922.19,Posted
ACCT-INV-00807,CUST-0186,CRM-INV-00807,2026-01-21,5390.98,Posted
ACCT-INV-00808,CUST-0091,CRM-INV-00808,2026-01-26,5743.77,Posted
ACCT-INV-00809,CUST-0105,CRM-INV-00809,2026-01-25,3071.26,Posted
ACCT-INV-00810,CUST-0022,CRM-INV-00810,2026-01-24,6676.60,Posted
ACCT-INV-00811,CUST-0132,CRM-INV-00811,2026-01-22,2790.86,Posted
ACCT-INV-00812,CUST-0192,CRM-INV-00812,2026-01-12,3233.50,Posted
ACCT-INV-00813,CUST-0173,CRM-INV-00813,2026-01-30,3852.40,Posted
ACCT-INV-00814,CUST-0029,CRM-INV-00814,2026-01-11,399.24,Posted
ACCT-INV-00815,CUST-0068,CRM-INV-00815,2026-01-07,755.30,Posted
ACCT-INV-00816,CUST-0079,CRM-INV-00816,2026-01-30,5653.18,Posted
ACCT-INV-00817,CUST-0002,CRM-INV-00817,2026-01-12,2469.06,Posted
ACCT-INV-00818,CUST-0051,CRM-INV-00818,2026-01-03,5682.54,Posted
ACCT-INV-00819,CUST-0077,CRM-INV-00819,2026-01-12,19342.24,Posted
ACCT-INV-00820,CUST-0112,CRM-INV-00820,2026-01-01,2499.37,Posted
ACCT-INV-00821,CUST-0108,CRM-INV-00821,2026-01-24,654.64,Posted
ACCT-INV-00822,CUST-0126,CRM-INV-00822,2026-01-18,6588.87,Posted
ACCT-INV-00823,CUST-0006,CRM-INV-00823,2026-01-05,467.88,Posted
ACCT-INV-00824,CUST-0088,CRM-INV-00824,2026-01-14,3637.98,Posted
ACCT-INV-00825,CUST-0040,CRM-INV-00825,2026-01-24,6662.24,Posted
ACCT-INV-00826,CUST-0027,CRM-INV-00826,2026-01-23,4702.58,Posted
ACCT-INV-00827,CUST-0038,CRM-INV-00827,2026-01-14,580.68,Posted
ACCT-INV-00828,CUST-0014,CRM-INV-00828,2026-01-13,4497.38,Posted
ACCT-INV-00829,CUST-0110,CRM-INV-00829,2026-01-21,703.14,Posted
ACCT-INV-00830,CUST-0072,CRM-INV-00830,2026-01-31,3134.78,Posted
ACCT-INV-00831,CUST-0014,CRM-INV-00831,2026-01-22,17241.53,Posted
ACCT-INV-00832,CUST-0065,CRM-INV-00832,2026-01-31,4681.58,Posted
ACCT-INV-00833,CUST-0190,CRM-INV-00833,2026-01-26,6506.93,Posted
ACCT-INV-00834,CUST-0028,CRM-INV-00834,2026-01-05,3696.81,Posted
ACCT-INV-00835,CUST-0122,CRM-INV-00835,2026-01-25,1950.90,Posted
ACCT-INV-00836,CUST-0141,CRM-INV-00836,2026-01-23,5138.36,Posted
ACCT-INV-00837,CUST-0018,CRM-INV-00837,2026-01-16,2309.34,Posted
ACCT-INV-00838,CUST-0016,CRM-INV-00838,2026-01-26,1529.20,Posted
ACCT-INV-00839,CUST-0193,CRM-INV-00839,2026-01-17,5483.95,Posted
ACCT-INV-00840,CUST-0152,CRM-INV-00840,2026-01-23,3863.12,Posted
ACCT-INV-00841,CUST-0185,CRM-INV-00841,2026-01-17,2488.04,Posted
ACCT-INV-00842,CUST-0012,CRM-INV-00842,2026-01-18,140.84,Posted
ACCT-INV-00843,CUST-0072,CRM-INV-00843,2026-01-30,1392.26,Posted
ACCT-INV-00844,CUST-0054,CRM-INV-00844,2026-01-18,201.30,Posted
ACCT-INV-00845,CUST-0095,CRM-INV-00845,2026-01-11,1417.15,Posted
ACCT-INV-00846,CUST-0105,CRM-INV-00846,2026-01-29,3666.07,Posted
ACCT-INV-00847,CUST-0138,CRM-INV-00847,2026-01-22,4771.38,Posted
ACCT-INV-00848,CUST-0162,CRM-INV-00848,2026-01-26,7020.97,Posted
ACCT-INV-00849,CUST-0118,CRM-INV-00849,2026-01-06,1570.76,Posted
ACCT-INV-00850,CUST-0006,CRM-INV-00850,2026-01-10,2825.04,Posted
ACCT-INV-00851,CUST-0019,CRM-INV-00851,2026-01-14,1739.31,Posted
ACCT-INV-00852,CUST-0004,CRM-INV-00852,2026-01-20,2375.80,Posted
ACCT-INV-00853,CUST-0004,CRM-INV-00853,2026-01-25,1599.84,Posted
ACCT-INV-00854,CUST-0069,CRM-INV-00854,2026-01-05,3863.06,Posted
ACCT-INV-00855,CUST-0079,CRM-INV-00855,2026-01-11,4026.50,Posted
ACCT-INV-00856,CUST-0076,CRM-INV-00856,2026-01-04,3266.56,Posted
ACCT-INV-00857,CUST-0058,CRM-INV-00857,2026-01-30,4129.32,Posted
ACCT-INV-00858,CUST-0158,CRM-INV-00858,2026-01-11,900.88,Posted
ACCT-INV-00859,CUST-0155,CRM-INV-00859,2026-01-05,2490.87,Posted
ACCT-INV-00860,CUST-0039,CRM-INV-00860,2026-01-29,4603.64,Posted
ACCT-INV-00861,CUST-0068,CRM-INV-00861,2026-01-26,100.65,Posted
ACCT-INV-00862,CUST-0038,CRM-INV-00862,2026-01-11,4690.88,Posted
ACCT-INV-00863,CUST-0029,CRM-INV-00863,2026-01-19,4350.84,Posted
ACCT-INV-00864,CUST-0127,CRM-INV-00864,2026-01-14,7061.82,Posted
ACCT-INV-00865,CUST-0138,CRM-INV-00865,2026-01-18,3346.83,Posted
ACCT-INV-00866,CUST-0061,CRM-INV-00866,2026-01-12,392.53,Posted
ACCT-INV-00867,CUST-0122,CRM-INV-00867,2026-01-31,2591.87,Posted
ACCT-INV-00868,CUST-0200,CRM-INV-00868,2026-01-27,1675.63,Posted
ACCT-INV-00869,CUST-0058,CRM-INV-00869,2026-01-02,1027.75,Posted
ACCT-INV-00870,CUST-0109,CRM-INV-00870,2026-01-12,2125.63,Posted
ACCT-INV-00871,CUST-0019,CRM-INV-00871,2026-01-16,4529.35,Posted
ACCT-INV-00872,CUST-0047,CRM-INV-00872,2026-01-16,4786.31,Posted
ACCT-INV-00873,CUST-0114,CRM-INV-00873,2026-01-26,257.46,Posted
ACCT-INV-00874,CUST-0165,CRM-INV-00874,2026-01-02,8355.49,Posted
ACCT-INV-00875,CUST-0129,CRM-INV-00875,2026-01-10,1293.40,Posted
ACCT-INV-00876,CUST-0033,CRM-INV-00876,2026-01-24,1943.39,Posted
ACCT-INV-00877,CUST-0191,CRM-INV-00877,2026-01-18,6593.36,Posted
ACCT-INV-00878,CUST-0050,CRM-INV-00878,2026-01-09,324.76,Posted
ACCT-INV-00879,CUST-0200,CRM-INV-00879,2026-01-28,943.79,Posted
ACCT-INV-00880,CUST-0153,CRM-INV-00880,2026-01-01,2122.94,Posted
ACCT-INV-00881,CUST-0146,CRM-INV-00881,2026-01-19,2686.72,Posted
ACCT-INV-00882,CUST-0081,CRM-INV-00882,2026-01-03,4828.44,Posted
ACCT-INV-00883,CUST-0101,CRM-INV-00883,2026-01-24,4029.36,Posted
ACCT-INV-00884,CUST-0199,CRM-INV-00884,2026-01-05,7876.88,Posted
ACCT-INV-00885,CUST-0010,CRM-INV-00885,2026-01-10,3298.26,Posted
ACCT-INV-00886,CUST-0060,CRM-INV-00886,2026-01-29,1050.36,Posted
ACCT-INV-00887,CUST-0129,CRM-INV-00887,2026-01-17,9036.89,Posted
ACCT-INV-00888,CUST-0157,CRM-INV-00888,2026-01-20,2730.48,Posted
ACCT-INV-00889,CUST-0004,CRM-INV-00889,2026-01-05,2327.76,Posted
ACCT-INV-00890,CUST-0076,CRM-INV-00890,2026-01-06,889.08,Posted
ACCT-INV-00891,CUST-0019,CRM-INV-00891,2026-01-06,7843.22,Posted
ACCT-INV-00892,CUST-0074,CRM-INV-00892,2026-01-13,4625.04,Posted
ACCT-INV-00893,CUST-0130,CRM-INV-00893,2026-01-15,910.14,Posted
ACCT-INV-00894,CUST-0144,CRM-INV-00894,2026-01-01,1830.10,Posted
ACCT-INV-00895,CUST-0019,CRM-INV-00895,2026-01-08,7176.28,Posted
ACCT-INV-00896,CUST-0028,CRM-INV-00896,2026-01-30,5449.54,Posted
ACCT-INV-00897,CUST-0125,CRM-INV-00897,2026-01-07,3129.25,Posted
ACCT-INV-00898,CUST-0082,CRM-INV-00898,2026-01-19,3382.75,Posted
ACCT-INV-00899,CUST-0093,CRM-INV-00899,2026-01-26,7833.27,Posted
ACCT-INV-00900,CUST-0022,CRM-INV-00900,2026-01-05,1037.26,Posted
ACCT-INV-00901,CUST-0183,CRM-INV-00901,2026-01-15,3880.02,Posted
ACCT-INV-00902,CUST-0193,CRM-INV-00902,2026-01-10,3817.08,Posted
ACCT-INV-00903,CUST-0177,CRM-INV-00903,2026-01-26,3076.85,Posted
ACCT-INV-00904,CUST-0144,CRM-INV-00904,2026-01-26,4086.68,Posted
ACCT-INV-00905,CUST-0082,CRM-INV-00905,2026-01-04,1657.32,Posted
ACCT-INV-00906,CUST-0191,CRM-INV-00906,2026-01-07,6885.26,Posted
ACCT-INV-00907,CUST-0148,CRM-INV-00907,2026-01-31,1358.28,Posted
ACCT-INV-00908,CUST-0079,CRM-INV-00908,2026-01-17,1308.08,Posted
ACCT-INV-00909,CUST-0117,CRM-INV-00909,2026-01-14,5827.93,Posted
ACCT-INV-00910,CUST-0096,CRM-INV-00910,2026-01-06,5734.21,Posted
ACCT-INV-00911,CUST-0026,CRM-INV-00911,2026-01-03,343.50,Posted
ACCT-INV-00912,CUST-0106,CRM-INV-00912,2026-01-04,1729.21,Posted
ACCT-INV-00913,CUST-0055,CRM-INV-00913,2026-01-08,7964.26,Posted
ACCT-INV-00914,CUST-0166,CRM-INV-00914,2026-01-23,4828.77,Posted
ACCT-INV-00915,CUST-0002,CRM-INV-00915,2026-01-29,2987.23,Posted
ACCT-INV-00916,CUST-0111,CRM-INV-00916,2026-01-08,6757.78,Posted
ACCT-INV-00917,CUST-0082,CRM-INV-00917,2026-01-17,1472.86,Posted
ACCT-INV-00918,CUST-0162,CRM-INV-00918,2026-01-19,3513.04,Posted
ACCT-INV-00919,CUST-0003,CRM-INV-00919,2026-01-21,1853.92,Posted
ACCT-INV-00920,CUST-0168,CRM-INV-00920,2026-01-29,2614.96,Posted
ACCT-INV-00921,CUST-0097,CRM-INV-00921,2026-01-25,758.49,Posted
ACCT-INV-00922,CUST-0149,CRM-INV-00922,2026-01-28,2473.84,Posted
ACCT-INV-00923,CUST-0032,CRM-INV-00923,2026-01-04,1370.45,Posted
ACCT-INV-00924,CUST-0093,CRM-INV-00924,2026-01-30,1022.76,Posted
ACCT-INV-00925,CUST-0125,CRM-INV-00925,2026-01-31,2747.71,Posted
ACCT-INV-00926,CUST-0081,CRM-INV-00926,2026-01-21,2203.68,Posted
ACCT-INV-00927,CUST-0124,CRM-INV-00927,2026-01-20,2107.44,Posted
ACCT-INV-00928,CUST-0195,CRM-INV-00928,2026-01-05,1141.19,Posted
ACCT-INV-00929,CUST-0057,CRM-INV-00929,2026-01-03,2236.98,Posted
ACCT-INV-00930,CUST-0090,CRM-INV-00930,2026-01-23,6527.00,Posted
ACCT-INV-00931,CUST-0184,CRM-INV-00931,2026-01-09,4567.06,Posted
ACCT-INV-00932,CUST-0192,CRM-INV-00932,2026-01-09,3729.54,Posted
ACCT-INV-00933,CUST-0096,CRM-INV-00933,2026-01-29,1134.84,Posted
ACCT-INV-00934,CUST-0131,CRM-INV-00934,2026-01-09,5377.29,Posted
ACCT-INV-00935,CUST-0092,CRM-INV-00935,2026-01-08,1441.86,Posted
ACCT-INV-00936,CUST-0200,CRM-INV-00936,2026-01-11,2210.04,Posted
ACCT-INV-00937,CUST-0184,CRM-INV-00937,2026-01-11,3273.06,Posted
ACCT-INV-00938,CUST-0155,CRM-INV-00938,2026-01-07,5250.18,Posted
ACCT-INV-00939,CUST-0082,CRM-INV-00939,2026-01-07,1920.15,Posted
ACCT-INV-00940,CUST-0108,CRM-INV-00940,2026-01-04,1134.84,Posted
ACCT-INV-00941,CUST-0152,CRM-INV-00941,2026-01-13,149.87,Posted
ACCT-INV-00942,CUST-0148,CRM-INV-00942,2026-01-01,1223.43,Posted
ACCT-INV-00943,CUST-0025,CRM-INV-00943,2026-01-27,4111.73,Posted
ACCT-INV-00944,CUST-0081,CRM-INV-00944,2026-01-16,5809.53,Posted
ACCT-INV-00945,CUST-0003,CRM-INV-00945,2026-01-05,1427.30,Posted
ACCT-INV-00946,CUST-0023,CRM-INV-00946,2026-01-07,595.58,Posted
ACCT-INV-00947,CUST-0078,CRM-INV-00947,2026-01-03,6849.22,Posted
ACCT-INV-00948,CUST-0082,CRM-INV-00948,2026-01-28,2362.44,Posted
ACCT-INV-00949,CUST-0134,CRM-INV-00949,2026-01-17,2445.60,Posted
ACCT-INV-00950,CUST-0083,CRM-INV-00950,2026-01-25,3094.18,Posted
ACCT-INV-00951,CUST-0189,CRM-INV-00951,2026-01-28,2827.78,Posted
ACCT-INV-00952,CUST-0004,CRM-INV-00952,2026-01-22,3732.24,Posted
ACCT-INV-00953,CUST-0054,CRM-INV-00953,2026-01-27,5517.92,Posted
ACCT-INV-00954,CUST-0057,CRM-INV-00954,2026-01-30,4241.88,Posted
ACCT-INV-00955,CUST-0072,CRM-INV-00955,2026-01-14,1683.58,Posted
ACCT-INV-00956,CUST-0028,CRM-INV-00956,2026-01-24,312.14,Posted
ACCT-INV-00957,CUST-0048,CRM-INV-00957,2026-01-09,3376.24,Posted
ACCT-INV-00958,CUST-0031,CRM-INV-00958,2026-01-30,10966.52,Posted
ACCT-INV-00959,CUST-0070,CRM-INV-00959,2026-01-12,1341.55,Posted
ACCT-INV-00960,CUST-0109,CRM-INV-00960,2026-01-07,3672.35,Posted
